stop_id,stop_name,stop_lat,stop_lon
263,City Bank,8.954409,-79.557389
264,Circunvalacion-R,9.045703,-79.413196
265,Circunvalacion-I,9.045715,-79.413446
266,Veranillo Circunvalacion-I,9.037658,-79.497061
267,Veranillo Circunvalacion-R,9.037603,-79.49667
268,Entrada Ciudad Bolivar-I,9.10937,-79.541701
269,Entrada Ciudad Bolivar-R,9.109531,-79.54283
270,Calle Jose S. Guevara,9.116315,-79.554889
271,CSS Clayton,9.005236,-79.566642
272,Calle Ancha,9.046442,-79.513949
273,Clayton Externa-R,8.99347,-79.581491
274,Cardoze&Lindo,9.0359,-79.483145
275,Calle O-I,9.042022,-79.496234
276,Calle O-R,9.042085,-79.496006
277,Circunvalacion La Siesta-I,9.078917,-79.367004
278,Circunvalacion La Siesta-R,9.078934,-79.36728
279,Club X,9.016126,-79.520699
280,Calle Z-I,9.048547,-79.501992
281,Calle Z-R,9.048711000000003,-79.502128
282,Club de Montañas-I,9.032253,-79.51266
283,Club de Montañas-R,9.031741,-79.511639
284,Coco Bay,9.002516,-79.495942
285,Entrada Costa del Este-I,9.015214,-79.485448
286,Entrada Costa del Este-R,9.015283,-79.485345
287,Colinas 24 de DIC,9.092393,-79.361353
288,La Columbus University,8.972629,-79.532796
289,Colinas de Pacora-I,9.089196,-79.288242
290,Las Colinas-R,9.030592,-79.502208
291,El Coloso-I,9.078791,-79.359988
292,El Coloso-R,9.078608,-79.359823
293,Concepcion-I,9.046592,-79.43433
294,Concepcion-R,9.04669,-79.434317
295,CC Country,8.995037,-79.558434
296,Plaza Concordia,8.984264,-79.525912
297,Copa CE,9.01187,-79.475982
298,Corregiduria Alcalde Diaz,9.124135,-79.556804
299,Corozal,8.983181,-79.572595
300,Corregiduria Mano de Piedra-I,9.059294000000001,-79.492076
301,Corregiduria Mano de Piedra-R,9.058876,-79.491902
302,Corozal-R,8.984387,-79.573468
303,Condado del Rey-I,9.024676,-79.524375
304,Condado del Rey-R,9.024341,-79.524276
305,Colegio Richard,8.98185,-79.514835
306,Corregiduria de Veranillo-I,9.036101,-79.49876000000002
307,Corregiduria de Veranillo-R,9.035559,-79.498962
308,Costa Azul-I,9.016873,-79.466948
309,Costa Azul-R,9.0167,-79.466707
310,Corregiduria Tocumen-I,9.096131,-79.375899
311,Corregiduria Tocumen-R,9.096347,-79.375534
312,Colinas de Pacora-R,9.088591,-79.288069
313,Cemento Panama-I,9.019303,-79.517066
314,Cemento Panama-R,9.020024,-79.516426
315,Calle Las Peras-I,9.07694,-79.507395
316,Calle Las Peras-R,9.076984,-79.507247
317,Colonias del Prado-I,9.061909,-79.416069
318,Colonias del Prado-R,9.061556,-79.415409
319,El Crisol-I,9.043775,-79.47202
320,El Crisol-R,9.043339,-79.472249
321,CRI,9.028046000000002,-79.530364
322,Calle Romanos-I,9.051302,-79.409094
323,Calle Romanos-R,9.051227,-79.409233
324,Cruce Cincuentenario-Control,8.994048,-79.49907
325,Cruce Tocumen-I,9.097757,-79.371236
326,Cruce de Pacora-I,9.098097,-79.287799
327,Cruce de Pacora-R,9.097807,-79.288073
328,Cruce Sta Librada-R,9.074725,-79.50739
329,Cruce Sta Librada-I,9.074571,-79.507667
330,Cruce San Isidro-I,9.063788000000002,-79.511527
331,Cruce Tocumen-R,9.097411,-79.371713
332,Cruce Vista Hermosa,8.994419,-79.519359
333,Crowne Plaza,8.982403,-79.528803
334,CSS San Francisco,8.996663,-79.510782
335,Cruce San Isidro-R,9.064088,-79.511632
336,CS Torrijos Carter-I,9.080844,-79.491877
337,CS Torrijos Carter-R,9.080555,-79.491772
338,CS Sta Librada-I,9.072388000000002,-79.505603
339,CS Sta Librada-R,9.072393,-79.50549
340,Calle Las Tablas,9.120781,-79.557091
341,Cerveceria Nacional-R,8.989827,-79.53332
342,Centro de Visitantes,9.003945,-79.49382600000001
343,Cerro Viento-I,9.05021,-79.45505
344,Cerro Viento-R,9.049974,-79.454829
345,Circunvalacion Via Israel-I,8.98354,-79.512295
346,Circunvalacion Via Israel-R,8.98381,-79.512353
347,Campus Victor Levi,9.024701,-79.528168
348,Clayton Park,9.005679,-79.568748
349,La Casa del Zinc-I,9.103073,-79.36393200000002
350,La Casa del Zinc-R,9.102852,-79.364311
351,Complejo Hospitalarios Dr. Arnulfo Arias Madrid,8.981349,-79.534223
352,Villa Daniela,9.092426000000001,-79.394693
353,Don Bosco Forestal-I,9.133525,-79.613506
354,Don Bosco Forestal-R,9.133108,-79.613317
355,Centro Deportivo Clayton,9.002808,-79.581881
356,Depositos de Panama-I,9.007937,-79.508099
357,Depositos de Panama-R,9.007063,-79.508903
358,Diablo,8.973171,-79.565548
359,Diablo-R,8.973379,-79.565445
360,Durallantas,9.014118,-79.512775
361,Domo-I,8.981417,-79.546869
362,Domo-R,8.98114,-79.545487
363,Don Bosco Norte-I,9.133258,-79.617037
364,Don Bosco Norte-R,9.133475000000002,-79.617118
365,La Doña-R,9.103258,-79.37029
366,El Dorado-I,9.009734,-79.534431
367,El Dorado-R,9.009533,-79.534123
368,Entrada Alcalde Diaz,9.110955,-79.555602
369,Esc. Ascanio Villalaz,9.076981,-79.420594
370,Estrella Azul-I,9.023463,-79.512801
371,Estrella Azul-R,9.023183000000001,-79.51282
372,Escuela Francisco Beckman-I,9.099063,-79.532514
373,Escuela Francisco Beckman-R,9.09897,-79.532105
374,Edificio Bolivar-I PARADA PROVISIONAL,9.013419,-79.517745
375,Edificio Bolivar-R,9.012207,-79.51754
376,Entrada de Brisas-I,9.069812,-79.461724
377,Entrada de Brisas-R,9.069807,-79.460924
378,Edificio Carnaval,9.016232,-79.517979
379,Estacion La Cabima-Control,9.109531,-79.538412
380,El Carmen,8.992624,-79.522987
381,Entrada Calle M-Control,9.038538,-79.493246
382,Entrada Calle O-I,9.042992,-79.494483
383,Esclava de Cristo Rey,9.132284,-79.61534
384,Entrada Ciudad del Saber-I,8.999663,-79.586006
385,Entrada Ciudad del Saber-R,8.999835,-79.58596
386,Entrada Cincuentenario-I,9.008037,-79.48788700000001
387,Entrada Cincuentenario-R,9.007272,-79.488797
388,Entrada Club X-R,9.008025,-79.520797
389,Entrada Club X,9.007535,-79.520533
390,Edificio Inteligente,8.984307,-79.51652600000001
391,Escuela Justo Arosemena,8.95493,-79.542894
392,Escuela Jose de Malambo,8.953689,-79.54077
393,Santa Elena-I,9.017,-79.495482
394,Santa Elena-R,9.017052,-79.495073
395,Entrada La Siesta-I,9.079953,-79.366958
396,Entrada La Siesta-R,9.08075,-79.366983
397,Escuela Manuel E. Amador-I PARADA PROVISONAL,9.008595,-79.518919
398,Escuela Manuel E. Amador-R PARADA PROVISIONAL,9.008216,-79.518814
399,US Embassy,8.998999,-79.559298
400,Entrada Automotor-I,9.033349,-79.491431
401,El Encanto-I,9.103567,-79.380073
402,El Encanto-R,9.10337,-79.379378
403,Entrada Roosevelt-I,9.031333,-79.491448
404,Entrada Roosevelt-R,9.031469000000001,-79.491466
405,Entrada 24 de DIC,9.100863000000002,-79.359164
406,Entrada Los Andes-R,9.049695,-79.509843
407,Entrada Mano de Piedra-I,9.061963,-79.49278
408,Entrada Mano de Piedra-R,9.062612,-79.492672
409,Entrada Pacora,9.090365,-79.288461
410,Entrada Valle-I,9.07115,-79.506776
411,Entrada Valle-R,9.071176,-79.5066
412,Ent Pueblito-I,9.069001,-79.503245
413,Ent Pueblito-R,9.069189,-79.503469
414,Estadio Rommel Fernandez-I,9.036512,-79.471361
415,Estadio Rommel Fernandez-R,9.036815,-79.470232
416,Escuela Rep. De Haiti-I,9.018698,-79.49281
417,Escuela Rep. De Haiti-R,9.018679,-79.492592
418,Esc. Ricardo J. Alfaro-I,9.091643,-79.379283
419,Esc. Ricardo J. Alfaro-R,9.091524,-79.379192
420,Esc. Ricardo Miro,8.999417,-79.523259
421,Esc. Roosevelt-I,9.16443,-79.620084
422,Esc. Roosevelt-R,9.164285,-79.619957
423,ERSA,9.077127,-79.417788
424,Escuela Rubiano-I,9.036371,-79.506638
425,Escuela Rubiano-R,9.03601,-79.50603800000002
426,Esc. Rep. Venezuela,8.963302,-79.536964
427,Entrada San Antonio,9.053254,-79.444073
428,Esc. Santiago-I,9.073806,-79.511479
429,Esc. Santiago-R,9.07378,-79.51125
430,Esc Torrijos Carter-I,9.068861,-79.492583
431,Esc Torrijos Carter-R,9.068634,-79.492659
432,Escandinavos-I,9.047633,-79.41056
433,Escandinavos-R,9.048209,-79.41077
434,Escuela 24 de DIC,9.098107,-79.359665
435,Esclusas Miraflores,8.997558,-79.590682
436,Esc S. Librada-I,9.073578,-79.50284
437,Esc S. Librada-R,9.073559,-79.503229
438,Estacion La Cabima - Bahia A,9.110336,-79.538262
439,Estacion La Cabima - Bahia B,9.110112000000003,-79.538205
440,Estacion La Cabima - Bahia C,9.109962,-79.53831
441,Estacion La Cabima - Bahia D,9.109937,-79.538463
442,Estacion La Cabima - Bahia E,9.11008,-79.538638
443,Estacion Puente Don Bosco - Bahia A,9.131118,-79.614902
444,Estacion Juan Diaz-I - Bahia A,9.045583,-79.449606
445,Estacion Juan Diaz-R - Bahia C,9.045449,-79.449422
446,Estacion Marañon,8.961709,-79.538752
447,Estacion Parador - Bahia A,9.060312000000001,-79.429519
448,Estacion Parador - Bahia B,9.060394,-79.429326
449,Estacion Parador - Bahia C,9.060463000000002,-79.429122
450,Estacion Parador - Bahia D,9.060569,-79.428914
451,Estacion Parador - Bahia E,9.060435,-79.42891
452,Estacion Parador - Bahia F,9.06035,-79.429124
453,Estacion Parador - Bahia G,9.060278,-79.429312
454,Estacion Parador - Bahia H,9.060198,-79.429489
455,Estacion Parador - Bahia N,9.060082,-79.429019
456,Estacion Pedregal - Bahia A,9.067418,-79.420535
457,Estacion Pedregal - Bahia B,9.067599,-79.42069400000001
458,Estacion Pedregal - Bahia C,9.067772,-79.420874
459,Estacion La Siesta - Bahia A,9.079841,-79.356695
460,Estacion La Siesta - Bahia B,9.080086,-79.35687700000001
461,Estacion La Siesta - Bahia C,9.080317,-79.356929
462,Estacion Santa Librada - Bahia A,9.081057,-79.49378
463,Estacion Santa Librada - Bahia B,9.080879,-79.493928
464,Estacion Santa Librada - Bahia C,9.080573,-79.494327
465,Estacion Torrijos Carter-I - Bahia A,9.078159,-79.492093
466,Estacion Torrijos Carter-I - Bahia B,9.078347,-79.492167
467,Estacion Torrijos Carter-I - Bahia C,9.078509,-79.492093
468,Estacion Torrijos Carter-I - Bahia D,9.07858,-79.491837
469,Estacion Las Colinas-I,9.030811,-79.501228
470,Estacion Iglesia del Carmen,8.982334,-79.527265
471,Estacion Los Pueblos-I - Bahia A,9.050948,-79.450193
472,Estacion Los Pueblos-I - Bahia B,9.050934,-79.450451
473,Estacion Los Pueblos-R - Bahia A,9.050563,-79.450013
474,Estacion Los Pueblos-R - Bahia B,9.050516,-79.45024
475,Estacion Los Pueblos-R - Bahia C,9.050486,-79.450426
476,Estacion Via Argentina,8.989218,-79.522469
477,S. Librada 1 Etapa-R,9.073963,-79.505057
478,S. Librada 2 Etapa-I,9.075289,-79.509044
479,S. Librada 2 Etapa-R,9.075222,-79.50909
480,S. Librada 3 Etapa-I,9.078051,-79.511514
481,S. Librada 3 Etapa-R,9.077837,-79.511471
482,S. Librada 4 Etapa-I,9.074355,-79.501192
483,S. Librada 4 Etapa-R,9.074376,-79.500984
484,S. Librada 5 Etapa-I,9.077916,-79.50584
485,S. Librada 6 Etapa-I,9.078122,-79.508046
486,S. Librada 6 Etapa-R,9.078312,-79.508118
487,S. Librada 7 Etapa-I,9.079472,-79.509666
488,S. Librada 7 Etapa-R,9.079547,-79.509708
489,S. Librada 1 Etapa-I,9.074182,-79.505255
490,Calle Ernestina Sucre Tapia,8.989799,-79.52094400000001
491,Estacion Balboa-I - Bahia A,9.024392,-79.486468
492,Estacion Balboa-I - Bahia B,9.024219,-79.486685
493,Estacion Balboa-R - Bahia C,9.024355,-79.486259
494,Estacion Balboa-R - Bahia D,9.024174,-79.486488
495,Entrada Tinajitas,9.062828,-79.51024
496,Ernesto T. Lefevre-Control,9.008405,-79.50755100000002
497,Calle Evans,8.98202,-79.557845
498,FarmaNet-I,9.038791,-79.493191
499,FarmaNet-R,9.038782,-79.4931
500,Furniture City-I,8.995758,-79.519499
501,Furniture City-R,8.995993,-79.519471
502,Federico Boyd,8.976627,-79.526843
503,Felipillo-I,9.100357,-79.32693
504,Felipillo-R,9.100183,-79.328422
505,FEMSA,9.007008,-79.531204
506,Figali-I,8.936347,-79.54522
507,Figali-R,8.940629000000001,-79.546605
508,Villa Flora-I,9.103861,-79.53524000000002
509,Villa Flora-R,9.103723,-79.534007
510,La Fonda-I,9.102522,-79.383795
511,La Fonda-R,9.101925000000001,-79.384527
512,Museo Frank Gehry,8.933412,-79.544972
513,Rep de Francia-R,9.062981,-79.494842
514,FarmaShopping,9.014796,-79.522201
515,La Fula-I,9.067611,-79.501913
516,La Fula-R,9.067478,-79.501978
517,Glorieta Andrews-Control,8.971267,-79.564061
518,Garceta-I,9.094776,-79.367893
519,Garceta-R,9.094603000000001,-79.367852
520,Calle Gavilan,8.951124,-79.552749
521,Garita Brisas-Control-I,9.076189,-79.462545
522,Garita Brisas-Control-R,9.077363,-79.462926
523,Glorieta Costa del Este-Control,9.017442,-79.462382
524,Glorieta Centenario-Control,9.023077,-79.526892
525,Glorieta Ciudad Radial-Control,9.040861,-79.422025
526,Glorieta Cerveceria-Control,8.988539,-79.532794
527,El Geriatrico,8.977828,-79.531077
528,Gran Estacion,9.027919,-79.507166
529,Gimnasio Marañon,8.960619,-79.539812
530,Glorieta Corredor Sur-Control,9.069426,-79.403908
531,Garita Madden-Control,9.036633,-79.534186
532,Glorieta de las Madres-Control,8.978023,-79.516552
533,Garita Martin Sosa-I,8.979592,-79.539534
534,San Gerardo de MAyela-I,9.016964,-79.484532
535,San Gerardo de Mayela-R,9.017027,-79.484386
536,Galerias Obarrio,8.991213,-79.520372
537,Gonzalillo-I,9.094269,-79.532512
538,Gonzalillo-R,9.094736,-79.532105
539,Gimnasio Panama Viejo-I,9.006485,-79.493579
540,Gimnasio Panama Viejo-R,9.006431,-79.493562
541,El Grandioso-I,9.123196,-79.60594800000001
542,El Grandioso-R,9.123289,-79.605722
543,Abarroteria Griselda,9.124705,-79.550033
544,Grill 50,8.993603000000002,-79.51647
545,Glorieta Roosevelt-Control,9.031293,-79.490493
546,Graphic Shop,8.996579,-79.50347
547,Grupo Silaba,8.987728,-79.512692
548,Guandu-I,9.07544,-79.49845
549,Guandu-R,9.075493,-79.498282
550,El Guayacan-I,9.043526,-79.455434
551,El Guayacan-R,9.043273,-79.455488
552,Villa Guadalupe-R,9.032239,-79.491972
553,Sport Gym,9.009094,-79.50803000000002
554,Hospital 24 de Diciembre-I,9.094787,-79.39398
555,Hospital 24 de Diciembre-R,9.094731,-79.393722
556,Hospital America-I,9.001272,-79.516839
557,Happy Copy CE-I,9.016083,-79.47185700000001
558,Happy Copy CE-R,9.015867,-79.472103
559,Hogares Crea-I,9.126151,-79.585812
560,Hogares Crea-R,9.126211,-79.585996
561,Hospital del Niño,8.968528,-79.532105
562,Calle Van Hook-I,8.940883,-79.552663
563,Calle Van Hook-R,8.940726000000002,-79.551858
564,Hospital America-R,9.002381,-79.516061
565,Hospital Punta Pacifica-R,8.981438,-79.510538
566,Hospital Punta Pacifica,8.98228,-79.510682
