stop_id,stop_name,stop_lat,stop_lon
567,Hotel Radisson-I,9.046921,-79.63674500000002
568,Hotel Radisson-R,9.04712,-79.63670800000001
569,HSBC Calle 50,8.980482,-79.523017
570,Hospital San Fernando-I,9.003348,-79.51568
571,Hospital Santo Tomas,8.970001,-79.53432700000002
572,El Hueco,9.049244,-79.51244800000002
573,Iglesia B. Horizonte-I,9.055023,-79.411577
574,Iglesia B. Horizonte-R,9.055807,-79.4117
575,Industrias de Buena Voluntad-I,9.050792,-79.509567
576,Industrias de Buena Voluntad-R,9.053323,-79.509416
577,Interseccion Chilibre-Control,9.185754,-79.615733
578,Instituto Comercial-I,9.016755,-79.517558
579,Instituto Comercial-R,9.017097,-79.517275
580,IDAAN,8.989949,-79.516376
581,IFARHU,8.979837000000002,-79.529222
582,Iglesia del Carmen,8.981088,-79.527789
583,Iglesia Alcalde Diaz,9.122267,-79.557885
584,Iglesia Chilibre-I,9.18533,-79.611421
585,Iglesia Chilibre-R,9.185193,-79.611149
586,Iglesia Don Bosco,8.970994,-79.53763
587,IJA del Casino,8.972279,-79.53631900000002
588,IJA-R,8.987484,-79.506018
589,Inst. Nacional,8.957794,-79.542095
590,Artes y Oficios,8.987758,-79.533051
591,Inadeh-I,9.069741,-79.399141
592,Inadeh-R,9.069558,-79.399665
593,Inst. Nuevo Amanecer,9.095924000000002,-79.368999
594,Industrial-I,9.083966,-79.39843
595,Industrial-R,9.084251,-79.397988
596,El Ingenio-I,9.005953,-79.52074
597,El Ingenio-R,9.004473,-79.521428
598,INADEH Chorrillo,8.947664,-79.547367
599,24 de DIC Interna,9.094915,-79.360027
600,Interna Pacora-Control,9.087841,-79.287581
601,Interna San Joaquin-Control,9.079301,-79.418673
602,Interna San Pedro-Control,9.044629,-79.461958
603,IPHE,9.006715,-79.52804
604,Isla Flamenco,8.91079,-79.522442
605,Iglesia de San Martin-I,9.064566,-79.499649
606,Iglesia de San Martin-R,9.064545,-79.499824
607,Esc. Estado de Israel-I,9.038884,-79.491544
608,Esc. Estado de Israel-R,9.03838,-79.492247
609,Harinas del Istmo-I,9.066154,-79.413961
610,Harinas del Istmo-R,9.06554,-79.414658
611,La Italiana,9.025513,-79.501086
612,Colegio Javier,9.003724,-79.562762
613,Junta Comunal Chilibre-I,9.172849,-79.610888
614,Junta Comunal Chilibre-R,9.172406,-79.610917
615,Calle Jose de Fabrega,8.982951,-79.531914
616,Esc. Jose Dolores Moscote,9.019948,-79.486784
617,Jimmy-I,8.991179,-79.498499
618,Jimmy-R,8.991803,-79.498561
619,J.J. Vallarino-I,9.054947,-79.434544
620,J.J. Vallarino-R,9.054901,-79.434344
621,Juan Pablo II,8.99662,-79.537292
622,Junta C Chorrillo,8.953641,-79.542511
623,Juan Diaz-I,9.048268,-79.439421
624,Juan Diaz-R,9.048242,-79.439748
625,Judith-I,9.113098,-79.543452
626,Judith-R,9.112833,-79.543222
627,JC 24 de DIC,9.098676,-79.361019
628,Juan Pablo,8.985294,-79.546361
629,Kiener,9.016001,-79.516559
630,Kyocera-I,8.987153,-79.509048
631,Kyocera-R,8.987054,-79.509185
632,El Lago,9.045342,-79.513553
633,Las Lajas-I,9.087997,-79.531745
634,Las Lajas-R,9.088143,-79.531572
635,Los Angeles-I,8.998535,-79.533494
636,Los Angeles-R,9.00003,-79.53315
637,Lago Miraflores-I,9.006412,-79.593811
638,Lago Miraflores-R,9.006602,-79.593846
639,S. Librada 5 Etapa-R,9.078132,-79.506081
640,Los Libertadores-I,9.026049,-79.521595
641,Los Libertadores-R,9.026208,-79.52073
642,El Limite,8.95178,-79.548194
643,Campo Limbergh-I,9.032484,-79.474516
644,Campo Limbergh-R,9.032861,-79.474014
645,Linda Vista Alcalde Diaz,9.12536,-79.553296
646,Linda Vista-I,9.031247,-79.51688
647,Linda Vista-R,9.031234,-79.515962
648,Llano Bonito,9.033845,-79.45902
649,Las Llaves de Chilibre-Control,9.131357,-79.614079
650,La Morada-I,9.077004,-79.386975
651,Los Nogales 2-I,9.078317,-79.41038400000001
652,Los Nogales-R,9.077018,-79.411654
653,La Loceria-I,8.99371,-79.534178
654,La Loceria-R,8.993952,-79.533822
655,La Loma-I,9.08949,-79.396195
656,La Loma-R,9.090002,-79.395638
657,La Loma Norte-I,9.128106,-79.611976
658,La Loma Norte-R,9.128486,-79.611984
659,Las Palmitas-I,9.180165,-79.615755
660,Las Palmitas-R,9.180156,-79.615619
661,Loma La Pava-I,8.993214,-79.52996
662,Loma La Pava-R,8.99305,-79.52976
663,Madden-I,9.196737,-79.62201500000002
664,Madden-R,9.196909,-79.62197800000001
665,Maria Eugenia-I,9.149187,-79.618395
666,Maria Eugenia-R,9.149105,-79.618332
667,Monumento a Einstein,8.988435,-79.52897
668,Mañanitas Interna-I,9.086125,-79.389727
669,Mañanitas Interna-R,9.086029,-79.389175
670,Markez WorldWide-I,9.000238,-79.531987
671,Refricentro Makaddesh,9.023861,-79.497173
672,Las Mañanas-I,9.079835,-79.406987
673,Las Mañanas-R,9.07992,-79.406981
674,Mano de Piedra-I,9.056246,-79.490039
675,Mano de Piedra-R,9.056089,-79.490032
676,Mañanitas-I,9.078814,-79.400515
677,Mañanitas-R,9.079624,-79.399902
678,Ave de Los Martires,8.957703,-79.543844
679,Marianela,8.995646,-79.514088
680,Machetazo San Miguelito,9.029434,-79.506964
681,Policlinica Maria Valdes-I,9.038084,-79.494967
682,Policlinica Maria Valdes-R,9.038083,-79.494831
683,Multibank-I,9.070095,-79.453277
684,Multibank-R,9.070192,-79.454124
685,M. Calidonia,8.964236,-79.53968
686,Manuel Espinoza Batista-R,8.985908,-79.5316
687,Manuel Espinoza Batista,8.985641,-79.531236
688,Meconsa-R,9.110158,-79.541906
689,MEDUCA-I,8.985278,-79.574556
690,MEDUCA-R,8.985558,-79.574637
691,MEF-Control,8.97187,-79.535902
692,Esc Melchor Lasso-I,9.116353,-79.544762
693,Esc Melchor Lasso-R,9.116507,-79.54473100000001
694,Mercado de Mariscos,8.958274,-79.538931
695,Mercapanama,9.03062,-79.582538
696,Torres de Milan,9.025253,-79.528302
697,Milla 8-I,9.068758,-79.518856
698,Milla 8-R,9.068585,-79.518528
699,MINSA Veranillo-R,9.03277,-79.500101
700,Mirador Pedro Miguel-I,9.020252,-79.614414
701,Mirador Pedro Miguel-R,9.020415,-79.614304
702,Miraflores-I,9.003537,-79.589301
703,Miraflores-R,9.003663,-79.589274
704,El Mirador-I,9.075611,-79.491264
705,El Mirador-R,9.075604,-79.491182
706,MINSA Veranillo-I,9.031993,-79.500177
707,Motores Japoneses-R,8.993877,-79.499489
708,Morelo-R,9.086181,-79.384197
709,Meconsa-I,9.110351,-79.542127
710,Monumento Gandhi-Control,8.962278,-79.54077
711,El Molino-I,9.100636000000002,-79.331215
712,El Molino-R,9.100375,-79.331162
713,Monteria-I,9.06698,-79.419876
714,Monteria-R,9.066911,-79.420005
715,Monte Carlo-I,9.066959,-79.414744
716,MOP-I,8.973696,-79.547227
717,MOP San Miguelito-Control,9.049897,-79.5093
718,Morelo-I,9.086182,-79.384461
719,La Morada-R,9.077463,-79.386401
720,Moya,9.042272,-79.508094
721,Multiplaza-R,8.98618,-79.512262
722,MP de Seguridad-I,9.069801,-79.634894
723,MP de Seguridad-R,9.069783,-79.634766
724,Materiales Rodriguez-I,9.046368,-79.493096
725,Materiales Rodriguez-R,9.046388,-79.493659
726,Medisalud,8.977952000000002,-79.53277700000001
727,Martin Sosa-I,8.977283,-79.534889
728,Martin Sosa-R,8.977427,-79.534843
729,M/S Rayitos,9.140097,-79.552432
730,Ave. Muir,9.005789,-79.576121
731,Multiplaza-I,8.986878,-79.512659
732,Multilaminas-I,8.99691,-79.527271
733,Multilaminas-R,8.996819,-79.527062
734,Museo Reina,8.983985,-79.547623
735,Calle Nata,9.132639,-79.548809
736,Nazareno-I,9.065098,-79.431647
737,Nazareno-R,9.064079,-79.431573
738,Nueva California-I,9.055188,-79.438356
739,Nueva California-R,9.055034,-79.438112
740,Los Nogales-I,9.076976,-79.411535
741,Los Nogales 2-R,9.078416,-79.41043
742,Nuestra Señora Del Rosario-I,9.08232,-79.492431
743,Nuestra Señora Del Rosario-R,9.082228,-79.492399
744,Nuevo Tocumen-I,9.101978000000003,-79.34978
745,Nuevo Tocumen-R,9.101643,-79.349088
746,Nueva Esperanza-I,9.099962,-79.321524
747,Nueva Esperanza-R,9.099771,-79.322559
748,Nueva Esperanza Norte-I,9.120834,-79.573992
749,Nueva Esperanza Norte-R,9.121225000000003,-79.574156
750,Obarrio,8.992723,-79.520439
751,Grupo ORBE-I,9.145782,-79.617235
752,Grupo ORBE-R,9.145818,-79.617144
753,12 de Octubre-I,9.009701,-79.506118
754,12 de Octubre-R,9.009916,-79.50568
755,Ojo de Agua-I,9.055711,-79.509428
756,Ojo de Agua-R,9.055823,-79.509206
757,Calle Ola,9.12535,-79.555289
758,Parque Andres Bello,8.989183,-79.526031
759,Pacora-R,9.086155,-79.287254
760,Pacora-I,9.086834,-79.287228
761,La Pagoda-I,9.079832,-79.403605
762,La Pagoda-R,9.079936,-79.403663
763,Paitilla-I,8.976043,-79.516614
764,Paitilla-R,8.975608,-79.51637
765,El Paical,8.996029,-79.530588
766,El Palmar-I,9.08575,-79.528866
767,El Palmar-R,9.085487,-79.528188
768,Panamericana-Control,9.101021,-79.339779
769,Panatro-I,9.117872,-79.570977
770,Panatro-R,9.118048,-79.571004
771,Pantanal-I,9.075257,-79.388311
772,Pantanal-R,9.075663,-79.38767
773,Parque 24 de DIC,9.090446,-79.360086
774,Parque 24 de DIC-Control,9.090317,-79.360642
775,Las Paredes-I,9.102861,-79.360855
776,Las Paredes-R,9.102503,-79.359875
777,Paraiso-I,9.034102,-79.625422
778,Paraiso-R,9.033964,-79.624914
779,La Paz-I,9.064774000000002,-79.488398
780,La Paz-R,9.064338,-79.488443
781,Pazko-I,9.06215,-79.43181
782,Pazko-R,9.061602,-79.431794
783,Pan de Azucar-I,9.038065000000001,-79.507899
784,Pan de Azucar-R,9.039178,-79.508067
785,Plaza Buenos Aires-I,9.174918,-79.610415
786,Plaza Buenos Aires-R,9.174701,-79.610371
787,Puente El Balboa-I,9.024105,-79.487431
788,Puente Balboa-Control,9.023531,-79.487406
789,Parque Calidonia,8.968014,-79.539419
790,Plaza Carolina-I,9.029792,-79.477402
791,Plaza Carolina-R,9.029566,-79.477348
792,Centennial Plaza-I,9.030487,-79.532656
793,Centennial Plaza-R,9.029983,-79.533076
794,Plaza Conquistador-I,9.041291,-79.475736
795,Plaza Conquistador-R,9.040108,-79.476809
796,Plaza Cordoba-I,9.002678,-79.520217
797,Plaza Cordoba-R,9.001791000000003,-79.519975
798,Puente Don Bosco-R,9.131588,-79.614591
799,San Pedro-I,9.043898,-79.462624
800,El Pedernal-I,9.124808,-79.60998
801,El Pedernal-R,9.124885,-79.609822
802,Pedregaleña-R,9.070339,-79.423772
803,Pedregaleña-I,9.070319,-79.423655
804,Esclusas Pedro Miguel-I,9.024754,-79.61869
805,Esclusas Pedro Miguel-R,9.024826,-79.618572
806,Calle Peña Blanca-I,9.086353,-79.385899
807,Calle Peña Blanca-R,9.086191,-79.386067
808,Isla Perico-I,8.915230000000001,-79.527192
809,Isla Perico-R,8.915175,-79.527281
810,Perejil,8.973048,-79.536334
811,Pesqueros,9.005489,-79.497613
812,Punta del Este-I,9.09982,-79.389478
813,Punta del Este-R,9.099595,-79.389077
814,IJA-I,8.987698,-79.505244
815,Los Pinos-I,9.065504,-79.501563
816,Los Pinos-R,9.065549,-79.501839
817,Patio Pinel,8.952142,-79.54321000000002
818,El Pinate-I,9.046026000000001,-79.445834
819,El Pinate-R,9.046249,-79.445278
820,Piquera Don Bosco-Control,9.047474,-79.410408
821,Policlinica Juan Diaz-I,9.037183,-79.469421
822,Policlinica Juan Diaz-R,9.037318,-79.467101
823,Calle Pluton,9.042493,-79.423173
824,Puente Mallorca-Control,9.059231,-79.509871
825,Plaza Mañanitas,9.080504,-79.400201
826,Puente Mañanitas-Control,9.080646,-79.39961
827,Plaza Mirage-I,9.006683,-79.533698
828,Plaza Mirage-R,9.00509,-79.53314
829,Policia Nacional-I,8.966082,-79.55155
830,Policia Nacional-R,8.965637,-79.548814
831,Entrada Pueblo Nuevo,9.007285,-79.519207
832,Plaza New York,8.982287,-79.519972
833,Policlinica de Betania,9.021421,-79.525178
834,El Poderoso,9.084153,-79.492271
835,Poli,8.964965,-79.538922
836,Policlinica-I,9.071903,-79.505429
837,Policia Mano de Piedra-I,9.063415,-79.490431
838,Policia Mano de Piedra-R,9.063462,-79.490539
839,Policlinica-R,9.071631,-79.505328
840,Piscina Olimpica-I,9.034539,-79.473052
841,Piscina Olimpica-R,9.035269,-79.472385
842,Potabilizadora-I,9.193562,-79.619352
843,Potabilizadora-R,9.193933,-79.619487
844,Punta Pacifica-I,8.977727,-79.510432
845,Punta Pacifica-R,8.977674,-79.510309
846,Parque Pacora-I,9.084547,-79.287308
847,Parque Pacora-R,9.084448,-79.28742
848,Puente Pedregal-Control,9.057888,-79.432984
849,Parque Porras,8.970291,-79.536745
850,Parque Automotor-I,9.037445,-79.489212
851,Parque Automotor-R,9.038479,-79.489927
852,Parque Omar,8.997217,-79.506915
853,Riba-I,9.022497,-79.463248
854,Riba-R,9.022319,-79.463007
855,Parque Real-I,9.071997,-79.41393
856,Parque Real-R,9.071241,-79.414479
857,La Prensa,9.011146,-79.510068
858,Escuela Profesional,8.982914,-79.514104
859,Puente San Miguelito-Control,9.030761,-79.506295
860,Puente Torrijos Carter-Control,9.071554,-79.489698
861,Los Pueblos-I,9.050991,-79.450229
862,Los Pueblos-R,9.050545,-79.450125
863,El Pueblito-I,9.069448,-79.506075
864,El Pueblito-R,9.069657,-79.505842
865,Punto Oriental-I,9.046981,-79.497059
866,Punto Oriental-R,9.047133,-79.496604
867,Patios y Talleres-Control,8.978304,-79.543898
868,Calle Radial B-I,9.048491,-79.436363
869,Calle Radial B-R,9.04915,-79.43676
870,Calle Radial J-I,9.044531,-79.429525
871,Calle Radial J-R,9.044636,-79.429568
872,Calle Radial M-I,9.042267,-79.427323
873,Rana de Oro-I,9.071083,-79.427156
874,Calle Radial N,9.044431,-79.426503
875,Rana de Oro-R,9.071218,-79.426256
876,Calle Radial R-I,9.041282,-79.423426
877,Calle Los Rayitos,9.137141,-79.550291
878,Esc. Rural Don Bosco-I,9.135821,-79.613479
879,Esc. Rural Don Bosco-R,9.135794,-79.613297
880,Camino Real,9.009318,-79.527675
881,Rey calle 50,8.99309,-79.503685
882,Villa Rey-I,9.01132,-79.486247
883,Villa Rey-R,9.010822,-79.486167
884,Rhinos,8.97859,-79.527245
885,Sur Rica,9.025707,-79.497702
886,El Rocio-I,9.083007,-79.527748
887,El Rocio-R,9.083266,-79.527565
888,Estadio Rod Carew-I,9.039766,-79.546554
889,Estadio Rod Carew-R,9.03892,-79.545365
890,Rodapan-I,9.041303,-79.50856
891,La Roosevelt-I,9.031035,-79.491336
892,La Roosevelt-R,9.030283,-79.491552
893,Rotonda Panama Viejo,9.008537,-79.486841
894,San Roque-I,9.109683,-79.550794
895,San Roque-R,9.109901,-79.550973
896,Centro de Salud Roux,9.016503,-79.51564
897,Plaza Royal-I,9.017222,-79.464393
898,Plaza Royal-R,9.017019,-79.46440500000001
899,Roberto Velasquez,9.078331,-79.419563
900,Super 99 Rio Abajo-I,9.013262000000001,-79.501155
901,Super 99 Rio Abajo-R,9.012775,-79.501539
902,Salsipuedes,8.955024,-79.538025
903,Salida Clayton,9.000112,-79.585311
904,Salida Los Andes,9.050258,-79.509519
905,Salida San Antonio-I,9.068576,-79.446597
906,Salida San Antonio-R,9.068401,-79.446678
907,San Isidro-I,9.064824,-79.510349
908,San Isidro-R,9.06477,-79.510268
909,Y San Joaquin-R,9.073427,-79.421247
910,Santa Librada-R,9.080517,-79.494207
911,San Antonio-I,9.088553,-79.382372
912,San Antonio-R,9.088634,-79.382149
913,San Vicente-I,9.122628,-79.595735
914,San Vicente-R,9.122751,-79.596146
915,Los Sauces-I,9.052565,-79.41797
916,Los Sauces-R,9.052649,-79.417975
917,San Vicente,8.979245,-79.569431
918,San Cristobal Norte-I,9.04555,-79.468466
919,San Cristobal Norte-R,9.045185,-79.468601
920,Star Contact-I,9.039594,-79.462234
921,Star Contact-R,9.039243,-79.462563
922,Salida Calle O-I,9.042343,-79.492812
923,Salida Calle O-R,9.043137,-79.492491
924,San Cristobal Sur-I,9.038438,-79.464768
925,San Cristobal Sur-R,9.038419,-79.46444
926,Salida Cincuentenario-I,9.00483,-79.493041
927,Salida Cincuentenario-R,9.004806,-79.492802
928,San Sebastian-I,8.981074,-79.510801
929,SERTV-I,8.970516,-79.547876
930,Sub Estacion de Betania,9.005264,-79.52237100000002
931,San Fernando-I,9.042014,-79.457248
932,San Fernando-R,9.042033,-79.457485
933,Severino Hernandez-I,9.02936,-79.496502
934,Severino Hernandez-R,9.02908,-79.496625
935,La Siesta-Control,9.079042,-79.367413
936,Calle A San Jose-I,9.140305,-79.61534500000002
937,Calle A San Jose-R,9.140232,-79.615182
938,San Joaquin-I,9.069899,-79.423557
939,San Joaquin-R,9.069935,-79.423798
940,San Jose-I,9.043936,-79.507769
941,San Jose-R,9.045728,-79.506997
942,San Juan-I,9.0987,-79.30384900000001
943,San Juan-R,9.098416,-79.30334
944,San Miguel Arcangel-I,9.031457,-79.508384
945,San Miguel Arcangel-R,9.031244,-79.509431
946,Smithsonian,8.915904,-79.531635
947,Escuela Sara Sotillo,9.012529,-79.485723
948,San Pedro Norte-I,9.047708,-79.463821
949,San Pedro Norte-R,9.047566,-79.46341
950,San Pedro Sur-I,9.040569,-79.459801
951,San Pedro Sur-R,9.040872,-79.458799
952,San Roque,9.128166,-79.615923
953,Super 99 San Miguelito,9.030541,-79.50555900000002
954,Saint Mary,8.979182,-79.5591
955,Santa Monica-I,9.073217,-79.413352
956,Santa Monica-R,9.073469,-79.413382
957,Santa Martha-I,9.078265,-79.496188
958,Santa Martha-R,9.07813,-79.496151
959,Santa Maria-I,9.021198,-79.529537
960,Santa Maria-R,9.021007,-79.529301
961,El Sucre-I,9.157014,-79.617373
962,El Sucre-R,9.156977,-79.617301
963,SUMMIT-I,9.057807,-79.638741
964,SUMMIT-R,9.058383,-79.638121
965,SUNTRACS-I,9.043913,-79.498609
966,SUNTRACS-R,9.043957,-79.498409
967,La Siesta Vieja-I,9.082527,-79.36662600000001
968,La Siesta Vieja-R,9.082245,-79.36676
969,La Tableñita,9.051489,-79.51003200000001
970,Tapas y Vinos,8.99216,-79.5086
971,Tatare-I,9.098192,-79.296914
972,Tatare-R,9.098005,-79.29737
973,Teatro Balboa-I,8.955734,-79.558625
974,Teatro Balboa-R,8.955859,-79.558775
975,Tecnasa-I,8.97763,-79.540281
976,Tecnasa-R,8.977012,-79.53957400000002
977,Templo Chilibre-I,9.143138,-79.616308
978,Templo Chilibre-R,9.143283,-79.616244
979,Santa Teresa-I,9.127491,-79.5458
980,Santa Teresa-R,9.127082,-79.545581
981,Teremar-I,9.049645,-79.40814
982,Teremar-R,9.049771,-79.40813000000001
983,Torres Via España-I,9.021607,-79.490051
984,Torres Via España-R,9.021678,-79.489696
985,Tinajitas-Control-I,9.049639,-79.528077
986,Tinajitas-Control-R,9.049234,-79.527814
987,Torremolino-I,9.069556,-79.393379
988,Torremolino-R,9.069379,-79.392959
989,Tocumen-I,9.077337,-79.364603
990,Tocumen-R,9.077097,-79.363907
991,Top Aire,9.020471,-79.499616
992,Torrijos Carter-I,9.07812,-79.491541
993,Torrijos Carter-R,9.077345,-79.491369
994,Tortimasa-I,9.065974,-79.493603
995,Tortimasa-R,9.065798,-79.493648
996,Torres Chilibre-I,9.176783,-79.610818
997,Torres Chilibre-R,9.1769,-79.610772
998,Edificio Torre C-I,9.055309,-79.445106
999,Edificio Torre C-R,9.054176,-79.444735
1000,Las Trancas-I,9.085363,-79.391773
1001,Las Trancas-R,9.085277,-79.391727
1002,Tropigas-I,9.144752,-79.621989
1003,Tropigas-R,9.144796,-79.621806
1004,T Torrijos Carter-I,9.07201,-79.489466
1005,T Torrijos Carter-R,9.072251,-79.489502
1006,T del Valle de San Isidro-Control,9.070881,-79.506248
1007,Templo Villa Lobos-R,9.06991,-79.428789
1008,T de Valle de Urraca-I,9.071792,-79.489213
1009,T de Valle de Urraca-R,9.071315,-79.489025
1010,UDELAS,8.971796,-79.562686
1011,Universidad Interamerica,8.984207,-79.528894
1012,ULAPS-I,9.079706,-79.527028
1013,ULAPS-R,9.079564,-79.526521
1014,ULACIT-I,9.004532000000001,-79.513524
1015,ULACIT-R,9.004337000000001,-79.512252
1016,Universidad Nacional-I,8.985006,-79.535104
1017,Universidad Nacional-R,8.984273,-79.53517
1018,La Union-I,9.122237,-79.602845
1019,La Union-R,9.122391,-79.602819
1020,Parque Urraca,8.974741,-79.527869
1021,La USMA-I,9.028591,-79.519665
1022,La USMA-R,9.029266,-79.519017
1023,Universidad Tecnologica-I,9.020076,-79.531816
1024,Universidad Tecnologica-R,9.019715,-79.531808
1025,UTP Tocumen-I,9.068996,-79.406765
1026,UTP Tocumen-R,9.068723,-79.406815
1027,El Valle-I,9.074993,-79.51426
1028,El Valle-R,9.075067,-79.514315
1029,El Valle San Isidro-I,9.067929,-79.506985
1030,El Valle San Isidro-R,9.067993,-79.506719
1031,Valle de Urraca-I,9.067873,-79.48797900000001
1032,Valle de Urraca-R,9.067796000000001,-79.488064
1033,Villa Belen-I,9.084248000000002,-79.393747
1034,Villa Belen-R,9.084184,-79.39364
1035,Villa Bolivariana-I,9.136076,-79.552846
1036,Villa Caceres,9.020932,-79.52429
1037,Villa Las Cumbres-I,9.108896,-79.547085
1038,Villa Las Cumbres-R,9.109151,-79.54813
1039,Vereda I-I,9.044429,-79.408577
1040,Vereda I-R,9.04447,-79.408486
1041,Las Vegas-I,9.162343,-79.620501
1042,Las Vegas-R,9.162451,-79.62032800000001
1043,Villa Venus-I,9.044955,-79.451296
1044,Villa Venus-R,9.044943,-79.452879
1045,Vereda O-I,9.04292,-79.409464
1046,Vereda O-R,9.043592,-79.409976
1047,Veranillo,9.048514,-79.507013
1048,Versalles-I,9.04196,-79.419386
1049,Versalles-R,9.041792,-79.419251
1050,La Vereda,9.045691,-79.512384
1051,Las Vegas Interna-R,9.162971,-79.616886
1052,Villa Gabriela-I,9.02765,-79.488571
1053,Villa Gabriela-R,9.027939,-79.488533
1054,Las Vegas Interna-I,9.162962,-79.61695000000002
1055,Villa Grecia-I,9.112559,-79.562826
1056,Villa Grecia-R,9.11282,-79.563121
1057,Via Argentina,8.9876,-79.530613
1058,Via Brasil,8.984903,-79.51355
1059,Villa las Fuentes-I,9.014837,-79.535248
1060,Villa las Fuentes-R,9.014754,-79.534957
1061,Villa Guadalupe-I,9.032783,-79.492188
1062,Via Grecia,8.994322,-79.525722
1063,La Vilca-I,9.063152,-79.497463
1064,La Vilca-R,9.063027,-79.497432
1065,Villa Don Bosco-I,9.041556,-79.407663
1066,Villa Don Bosco-R,9.041868,-79.407066
1067,Villa Rica,9.025207,-79.50348
1068,Villa Nueva-I,9.124981,-79.587917
1069,Villa Nueva-R,9.124914,-79.588307
1070,Villa Linda-I,9.176631,-79.616114
1071,Villa Linda-R,9.176694,-79.615978
1072,Villa Lobos-I,9.069788000000003,-79.429136
1073,Villa Lobos-R,9.070331,-79.428264
1074,Villa Lorena-I,9.027394,-79.481332
1075,Villa Lorena-R,9.027258,-79.481141
1076,Villa Lucre-I,9.037872,-79.480522
1077,Villa Lucre-R,9.037469000000002,-79.480507
1078,La Pesa-I,9.047465,-79.500523
1079,La Pesa-R,9.047547,-79.50065
1080,Via Brasil-I,8.99469,-79.526095
1081,Villas Real-I,9.068937,-79.449245
1082,Villas Real-R,9.068819,-79.448651
1083,Villa Unida-I,9.195068,-79.620566
1084,Villa Unida-R,9.195312,-79.620629
1085,Viejo Veranillo-I,8.98154,-79.536664
1086,Viejo Veranillo-R,8.980834,-79.536549
1087,Waikiki,9.007953,-79.505497
1088,YMCA,8.951531,-79.555588
1089,Y San Joaquin-I,9.073333,-79.421147
1090,Yuyin Luzcando,9.00825,-79.523005
1091,Villa Zaita-I,9.077382,-79.525929
1092,Villa Zaita-R,9.077297,-79.525692
1093,Estacion Parador - Bahia I,9.060059,-79.429423
1094,Estacion Parador - Bahia J,9.060133,-79.429234
1095,Estacion Parador - Bahia K,9.0602,-79.429038
1096,Estacion Parador - Bahia L,9.060264,-79.428886
1097,Estacion Parador - Bahia M,9.060164,-79.428846
1098,Estacion Parador - Bahia O,9.060014,-79.429238
1099,Estacion Parador - Bahia P,9.059941,-79.429426
1100,Estacion Juan Diaz-R - Bahia D,9.045467,-79.449175
1101,Estacion Juan Diaz-I - Bahia B,9.045646,-79.449327
1102,Estacion Las Colinas-I - Bahia B,9.030811,-79.501723
1103,Estacion Las Colinas-I - Bahia C,9.030812,-79.502048
1104,Patio Nueva Doña,9.10208,-79.358101
1105,Patio Ojo de Agua,9.052343,-79.507117
1106,Gran Estacion - Bahia B,9.028235,-79.507054
1107,Gran Estacion - Bahia C,9.028498,-79.50697
1108,Patio La Cabima,9.110523,-79.537853
1109,Patio Chorrillo,8.948881,-79.54417000000001
1110,Patio Los Pueblos,9.047705,-79.453877
1111,Patio Santa Librada,9.080069,-79.493067
1112,Estacion Balboa-R - Bahia A,9.024355,-79.486259
1113,Estacion Juan Diaz-R - Bahia A,9.045449,-79.449422
1114,Patio Curundu,8.974436,-79.548036
1115,Garita Martin Sosa-R,8.979835,-79.539381
1116,Garita Madden-Control-R,9.040018,-79.53376
1117,Calle la Siesta Vieja-I,9.085084,-79.366402
1118,Calle La Siesta Vieja-R,9.084005,-79.366736
1119,Calle Aeropuerto-R,9.072399,-79.389075
1120,Carvajal-I,9.06755,-79.411005
1121,Garita Las Americas-I,9.037035,-79.422527
1122,Garita Las Americas-R,9.036895,-79.422504
1123,Garita Ciudad Radial-I,9.038146,-79.422166
1124,Garita Ciudad Radial-R,9.035917,-79.422021
1125,Llano Bonito-I,9.028841,-79.457464
1126,Llano Bonito-R,9.028622,-79.457405
1127,Garita Costa del Este-I,9.026634,-79.466085
1128,Garita Costa del Este-R,9.025847,-79.465693
1129,Garita Atlapa-I,8.987109,-79.499876
1130,Garita Atlapa-R,8.986872,-79.499676
1131,Estacion 24 de Diciembre - Bahia A,9.103265,-79.366523
1132,Estacion 24 de Diciembre - Bahia B,9.103287,-79.366798
1133,Estacion 24 de Diciembre - Bahia C,9.103268,-79.367038
1134,24 de Diciembre-R,9.103051,-79.367495
1135,Estacion La Doña - Bahia A,9.103482,-79.369806
1136,Estacion La Doña - Bahia B,9.103488,-79.370029
1137,Estacion La Doña - Bahia C,9.10349,-79.37027
1138,Estacion La Doña - Bahia D,9.103496,-79.370463
1139,Estacion La Doña - Bahia E,9.1035,-79.370632
1140,Plaza Las Cumbres-I,9.097653,-79.531369
1141,Parque Summit,9.065183,-79.650025
1142,Parque de Santa Ana,8.953598,-79.538722
1143,Estacion El Ingenio-I,9.007841,-79.519308
1144,Plaza Villa Zaita,9.077206,-79.524595
1145,Residencial San Remo,9.073801,-79.51891
1146,BNP Milla 8-R,9.066292,-79.51679
1147,Taller San Isidro-I,9.066248,-79.507689
1148,Taller San Isidro-R,9.066407,-79.507471
1149,Estacion San Isidro-R,9.065449,-79.514628
1150,Estacion San Isidro-I,9.064799,-79.514368
