id,name,url,created_at,updated_at
184,Transfer - Chilibre - Gran Estación,http://www.mibus.com.pa/transfer-chilibre-gran-estacion/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
186,Veranillo - Transístmica - Albrook,http://www.mibus.com.pa/veranillo-transistmica-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
188,Veranillo - Tumba Muerto,http://www.mibus.com.pa/veranillo-tumba-muerto/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
189,Veranillo - Tumba Muerto - Albrook,http://www.mibus.com.pa/veranillo-tumba-muerto-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
190,Veranillo - Tumba Muerto - Cervecería Nacional,http://www.mibus.com.pa/veranillo-tumba-muerto-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
191,Veranillo - Tumba Muerto - Directo - Albrook,http://www.mibus.com.pa/veranillo-tumba-muerto-directo-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
192,Veranillo - Vía España,http://www.mibus.com.pa/veranillo-via-espana/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
193,Veranillo - Vía España - Albrook,http://www.mibus.com.pa/veranillo-via-espana-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
194,Veranillo - Vía España - Plaza Concordia,http://www.mibus.com.pa/veranillo-via-espana-plaza-concordia/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
196,Villa Rica - 12 de Octubre - Vía Porras,http://www.mibus.com.pa/villa-rica-12-de-octubre-via-porras-2/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
197,Villa Rica - Vía España,http://www.mibus.com.pa/villa-rica-via-espana/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
114,Pacora - Corredor Sur - Albrook,http://www.mibus.com.pa/pacora-corredor-sur-albrook/,2015-04-07 02:27:17 UTC,2015-04-17 15:28:10 UTC
163,Tocumen - Corredor Sur - Albrook,http://www.mibus.com.pa/tocumen-corredor-sur-albrook/,2015-04-07 02:27:18 UTC,2015-04-17 15:28:25 UTC
7,Cervecería Nacional - Tumba Muerto - 24 de diciembre,http://www.mibus.com.pa/24-de-diciembre-tumba-muerto-cerveceria-nacional/,2015-04-07 02:27:17 UTC,2015-04-27 14:24:31 UTC
126,Pedregal - Tumba Muerto,http://www.mibus.com.pa/pedregal-tumba-muerto/,2015-04-07 02:27:17 UTC,2015-04-28 14:38:19 UTC
187,Cervecería Nacional - Transístmica - Veranillo,http://www.mibus.com.pa/veranillo-transistmica-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-28 18:41:26 UTC
61,Cervecería Nacional - Transístmica - El Valle,http://www.mibus.com.pa/el-valle-transistmica-cerveceria-nacional/,2015-04-07 02:27:17 UTC,2015-04-28 21:05:46 UTC
117,Panamá Viejo - Cinta Costera - Albrook,http://www.mibus.com.pa/panama-viejo-ave-balboa-albrook/,2015-04-07 02:27:17 UTC,2015-04-28 21:52:17 UTC
198,Mañanitas - Albrook,,2015-04-28 23:56:15 UTC,2015-04-28 23:56:15 UTC
176,Torrijos Carter - Transístmica - Albrook,http://www.mibus.com.pa/torrijos-carter-transistmica-albrook/,2015-04-07 02:27:18 UTC,2015-05-06 21:05:59 UTC
174,Torrijos Carter - Corredor Norte - Albrook,http://www.mibus.com.pa/torrijos-carter-corredor-norte-albrook/,2015-04-07 02:27:18 UTC,2015-05-06 21:25:22 UTC
185,Veranillo - Transístmica,http://www.mibus.com.pa/veranillo-transistmica/,2015-04-07 02:27:18 UTC,2015-05-06 22:33:37 UTC
171,Tocumen - Vía España - Albrook,http://www.mibus.com.pa/tocumen-via-espana-albrook/,2015-04-07 02:27:18 UTC,2015-05-07 00:03:31 UTC
