id,name,url,created_at,updated_at
142,San Joaquín - Circular,http://www.mibus.com.pa/san-joaquin-circular/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
143,San Joaquín - Transístmica,http://www.mibus.com.pa/san-joaquin-transistmica/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
144,San Joaquín - Transístmica - Albrook,http://www.mibus.com.pa/san-joaquin-transistmica-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
145,San Joaquín - Transístmica - Cervecería Nacional,http://www.mibus.com.pa/san-joaquin-transistmica-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
146,San Joaquín - Vía España - Albrook,http://www.mibus.com.pa/san-joaquin-via-espana-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
147,San Joaquín - Vía España - Plaza Concordia,http://www.mibus.com.pa/san-joaquin-via-espana-plaza-concordia/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
148,San Pedro - Circular,http://www.mibus.com.pa/san-pedro-circular/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
149,San Pedro - Corredor Sur - Estación Marañón,http://www.mibus.com.pa/san-pedro-corredor-sur-estacion-maranon/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
150,San Pedro - Vía España,http://www.mibus.com.pa/san-pedro-via-espana/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
151,San Pedro - Vía España - Albrook,http://www.mibus.com.pa/san-pedro-via-espana-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
152,San Pedro - Vía España - Plaza Concordia,http://www.mibus.com.pa/san-pedro-via-espana-plaza-concordia/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
153,Santa Librada - Corredor Norte - Albrook,http://www.mibus.com.pa/santa-librada-corredor-norte-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
154,Santa Librada - Transístmica,http://www.mibus.com.pa/santa-librada-transistmica/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
155,Santa Librada - Transístmica - Albrook,http://www.mibus.com.pa/santa-librada-transistmica-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
156,Santa Librada - Transístmica - Cervecería Nacional,http://www.mibus.com.pa/santalibrada-transistmica-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
157,Santa Librada - Tumba Muerto,http://www.mibus.com.pa/santa-librada-tumba-muerto/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
158,Santa Librada - Tumba Muerto - Albrook,http://www.mibus.com.pa/santa-librada-tumba-muerto-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
159,Santa Librada - Tumba Muerto - Cervecería Nacional,http://www.mibus.com.pa/santalibrada-tumba-muerto-cerveceria-nacional/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
160,Santa Librada - Vía España,http://www.mibus.com.pa/santa-librada-via-espana/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
161,Santa Librada - Vía España - Albrook,http://www.mibus.com.pa/santa-librada-via-espana-albrook/,2015-04-07 02:27:18 UTC,2015-04-07 02:27:18 UTC
